0.9;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.06;0.7;0.18;0.06;0.0;0.0;0.0;0.0;0.0;0.0
0.04;0.16;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.02;0.14;0.56;0.22;0.04;0.02;0.0;0.0;0.0
0.0;0.02;0.08;0.12;0.5;0.22;0.06;0.0;0.0;0.0
0.0;0.0;0.0;0.06;0.24;0.46;0.16;0.08;0.0;0.0
0.0;0.0;0.0;0.0;0.04;0.26;0.56;0.12;0.02;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.64;0.18;0.06
0.0;0.0;0.0;0.0;0.0;0.02;0.08;0.1;0.7;0.1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.1;0.84
