instance_id;value;time
ID;;4.124641418457031e-05
UN;;4.0531158447265625e-06
AN;;1.1920928955078125e-06
ST;;1.1920928955078125e-06
Impartial Culture_0;5488;0.0021390914916992188
Impartial Culture_1;5727;0.002103090286254883
Impartial Culture_2;5659;0.002125978469848633
Impartial Culture_3;5530;0.002053976058959961
Impartial Culture_4;5959;0.002052783966064453
Impartial Culture_5;5766;0.0038537979125976562
Impartial Culture_6;5475;0.002286195755004883
Impartial Culture_7;5715;0.0024220943450927734
Impartial Culture_8;5685;0.0019860267639160156
Impartial Culture_9;5491;0.0020868778228759766
Impartial Culture_10;5625;0.0020911693572998047
Impartial Culture_11;5672;0.002084970474243164
Impartial Culture_12;5557;0.002077341079711914
Impartial Culture_13;5911;0.0020661354064941406
Impartial Culture_14;5589;0.002100229263305664
Impartial Culture_15;5586;0.0020961761474609375
Impartial Culture_16;5607;0.0020999908447265625
Impartial Culture_17;5737;0.0020906925201416016
Impartial Culture_18;5610;0.0020961761474609375
Impartial Culture_19;5564;0.002084016799926758
SP by Conitzer_0;6402;0.002081155776977539
SP by Conitzer_1;6431;0.002089262008666992
SP by Conitzer_2;6303;0.0020911693572998047
SP by Conitzer_3;6508;0.002089977264404297
SP by Conitzer_4;6188;0.0020890235900878906
SP by Conitzer_5;6337;0.002084016799926758
SP by Conitzer_6;6239;0.0020782947540283203
SP by Conitzer_7;5997;0.0020761489868164062
SP by Conitzer_8;6067;0.0020818710327148438
SP by Conitzer_9;6165;0.002079010009765625
SP by Conitzer_10;5879;0.0020940303802490234
SP by Conitzer_11;6203;0.0020821094512939453
SP by Conitzer_12;6269;0.0021009445190429688
SP by Conitzer_13;6089;0.0021209716796875
SP by Conitzer_14;6087;0.0020699501037597656
SP by Conitzer_15;6352;0.0020821094512939453
SP by Conitzer_16;6400;0.002084970474243164
SP by Conitzer_17;6149;0.002093076705932617
SP by Conitzer_18;6372;0.002088785171508789
SP by Conitzer_19;5941;0.0021131038665771484
SP by Walsh_0;9165;0.00213623046875
SP by Walsh_1;9173;0.002115011215209961
SP by Walsh_2;9221;0.002131938934326172
SP by Walsh_3;9235;0.002128124237060547
SP by Walsh_4;9200;0.0021467208862304688
SP by Walsh_5;9206;0.0021529197692871094
SP by Walsh_6;9183;0.0021538734436035156
SP by Walsh_7;9229;0.002213001251220703
SP by Walsh_8;9208;0.0021920204162597656
SP by Walsh_9;9196;0.0021886825561523438
SP by Walsh_10;9235;0.0021810531616210938
SP by Walsh_11;9227;0.0021789073944091797
SP by Walsh_12;9174;0.002160787582397461
SP by Walsh_13;9216;0.002170085906982422
SP by Walsh_14;9255;0.0021610260009765625
SP by Walsh_15;9208;0.0021657943725585938
SP by Walsh_16;9247;0.0021750926971435547
SP by Walsh_17;9184;0.0021970272064208984
SP by Walsh_18;9171;0.002187967300415039
SP by Walsh_19;9250;0.0021800994873046875
SPOC_0;5354;0.002218961715698242
SPOC_1;5233;0.0022020339965820312
SPOC_2;5310;0.0022170543670654297
SPOC_3;5543;0.0022652149200439453
SPOC_4;5461;0.002249002456665039
SPOC_5;5167;0.002209901809692383
SPOC_6;5178;0.002207040786743164
SPOC_7;5206;0.002192974090576172
SPOC_8;5259;0.0021927356719970703
SPOC_9;5549;0.002185821533203125
SPOC_10;5670;0.0021820068359375
SPOC_11;5462;0.0022041797637939453
SPOC_12;5340;0.002192974090576172
SPOC_13;5459;0.002177000045776367
SPOC_14;5374;0.002177000045776367
SPOC_15;5134;0.002173900604248047
SPOC_16;5384;0.002162933349609375
SPOC_17;5277;0.002171039581298828
SPOC_18;5865;0.0021440982818603516
SPOC_19;5451;0.002149343490600586
Single-Crossing_0;8216;0.002119302749633789
Single-Crossing_1;7883;0.002123117446899414
Single-Crossing_2;8287;0.0021288394927978516
Single-Crossing_3;7957;0.002134084701538086
Single-Crossing_4;8045;0.0021169185638427734
Single-Crossing_5;8322;0.0021169185638427734
Single-Crossing_6;7673;0.0021240711212158203
Single-Crossing_7;8338;0.002103090286254883
Single-Crossing_8;8355;0.0021262168884277344
Single-Crossing_9;7979;0.0021109580993652344
Single-Crossing_10;8038;0.002105712890625
Single-Crossing_11;7724;0.002106189727783203
Single-Crossing_12;7742;0.0020949840545654297
Single-Crossing_13;7764;0.002107858657836914
Single-Crossing_14;8051;0.0020971298217773438
Single-Crossing_15;8234;0.0020918846130371094
Single-Crossing_16;7899;0.0020961761474609375
Single-Crossing_17;8072;0.0021550655364990234
Single-Crossing_18;8110;0.0021376609802246094
Single-Crossing_19;7924;0.002176046371459961
1D Uniform_0;6298;0.002067089080810547
1D Uniform_1;6183;0.0020589828491210938
1D Uniform_2;6226;0.0020499229431152344
