instance_id;x;y
ID;22.68001;-1.99905
UN;-11.6926;-1.99905
AN;-2.71089;12.97906
ST;10.42623;-14.37626
Impartial Culture_0;-10.09463;-1.37416
Impartial Culture_1;-8.3468;-2.72875
Impartial Culture_2;-9.12909;-1.74373
Impartial Culture_3;-9.54266;-2.95086
Impartial Culture_4;-9.71232;-1.31721
Impartial Culture_5;-9.67352;-2.7254
Impartial Culture_6;-7.97123;-1.56863
Impartial Culture_7;-8.38163;-2.33183
Impartial Culture_8;-8.42939;-3.25252
Impartial Culture_9;-10.56253;-1.45953
Impartial Culture_10;-8.98471;-3.36175
Impartial Culture_11;-9.48195;-2.53534
Impartial Culture_12;-9.61652;-2.16159
Impartial Culture_13;-8.74667;-0.81679
Impartial Culture_14;-9.87333;-1.76659
Impartial Culture_15;-8.65523;-0.54246
Impartial Culture_16;-10.16466;-1.10658
Impartial Culture_17;-8.87885;-1.38528
Impartial Culture_18;-8.87534;-1.97918
Impartial Culture_19;-9.28701;-2.80421
SP by Conitzer_0;0.06174;2.41343
SP by Conitzer_1;0.63305;2.44566
SP by Conitzer_2;2.95641;0.29921
SP by Conitzer_3;1.65285;2.31838
SP by Conitzer_4;0.53077;2.97964
SP by Conitzer_5;-0.84728;3.82914
SP by Conitzer_6;1.08666;1.53698
SP by Conitzer_7;-1.38227;4.0661
SP by Conitzer_8;2.69071;1.00478
SP by Conitzer_9;-1.16582;5.26594
SP by Conitzer_10;-1.10832;4.53008
SP by Conitzer_11;-0.81059;3.2054
SP by Conitzer_12;0.31497;3.39242
SP by Conitzer_13;-0.13077;3.06839
SP by Conitzer_14;-0.33043;4.01544
SP by Conitzer_15;0.07884;4.59141
SP by Conitzer_16;0.50683;3.98924
SP by Conitzer_17;-0.3911;5.10503
SP by Conitzer_18;0.94724;3.36973
SP by Conitzer_19;-0.59975;4.4708
SP by Walsh_0;8.91875;-7.11016
SP by Walsh_1;10.69011;-6.65191
SP by Walsh_2;10.03365;-7.66883
SP by Walsh_3;8.76415;-7.73583
SP by Walsh_4;10.07419;-8.59658
SP by Walsh_5;10.67738;-8.58709
SP by Walsh_6;9.79498;-7.11696
SP by Walsh_7;8.425;-8.52096
SP by Walsh_8;10.16747;-6.92151
SP by Walsh_9;11.01306;-8.23142
SP by Walsh_10;8.04971;-8.96004
SP by Walsh_11;10.69164;-7.55874
SP by Walsh_12;9.71428;-8.07306
SP by Walsh_13;9.06177;-8.35933
SP by Walsh_14;11.2099;-7.8202
SP by Walsh_15;8.08729;-7.95573
SP by Walsh_16;9.58437;-8.9291
SP by Walsh_17;10.30912;-9.02444
SP by Walsh_18;10.96983;-7.02916
SP by Walsh_19;12.1001;-7.43189
SPOC_0;-10.59564;-2.20252
SPOC_1;-7.79168;-1.48362
SPOC_2;-7.88717;-3.08453
SPOC_3;-6.85094;-2.75431
SPOC_4;-8.95969;-2.83117
SPOC_5;-9.22862;-1.25323
SPOC_6;-10.96609;-1.73023
SPOC_7;-7.7477;-2.11286
SPOC_8;-10.1323;-2.03113
SPOC_9;-10.4998;-0.8285
SPOC_10;-8.17879;-0.52528
SPOC_11;-7.32275;-3.01909
SPOC_12;-10.34484;-1.59389
SPOC_13;-10.00914;-2.26003
SPOC_14;-10.08297;-2.60248
SPOC_15;-10.60419;-1.93873
SPOC_16;-10.48382;-1.13393
SPOC_17;-8.97603;-2.48389
SPOC_18;-8.66844;-2.56923
SPOC_19;-8.48117;-1.21814
Single-Crossing_0;8.42957;-3.41693
Single-Crossing_1;6.12445;-1.50887
Single-Crossing_2;7.29747;-2.65794
Single-Crossing_3;7.87314;0.40116
Single-Crossing_4;5.97683;-3.20991
Single-Crossing_5;5.73389;-8.08893
Single-Crossing_6;4.88515;-3.19867
Single-Crossing_7;7.55742;-4.5492
Single-Crossing_8;6.30815;-9.61193
Single-Crossing_9;5.89839;-2.43868
Single-Crossing_10;8.18671;-1.12254
Single-Crossing_11;9.30618;-3.03472
Single-Crossing_12;6.17982;-4.01832
Single-Crossing_13;6.9653;-3.44978
Single-Crossing_14;9.87327;0.93724
Single-Crossing_15;7.56243;-0.86764
Single-Crossing_16;5.73909;-4.76159
Single-Crossing_17;6.73725;-9.18436
Single-Crossing_18;5.29629;-8.64769
Single-Crossing_19;3.49353;-8.33071
1D Uniform_0;1.62289;3.07925
1D Uniform_1;1.97372;2.55116
1D Uniform_2;2.36727;3.71467
1D Uniform_3;2.64472;1.38543
1D Uniform_4;4.70314;0.94233
1D Uniform_5;2.60873;3.33041
1D Uniform_6;6.71095;2.75514
1D Uniform_7;0.06707;7.78371
1D Uniform_8;1.82707;0.68359
1D Uniform_9;1.82721;4.18221
1D Uniform_10;5.05986;5.19763
1D Uniform_11;1.71083;3.68486
1D Uniform_12;5.81433;3.87645
1D Uniform_13;2.15124;1.97621
1D Uniform_14;1.47716;1.9488
1D Uniform_15;1.11961;4.89761
1D Uniform_16;0.00648;1.93651
1D Uniform_17;3.62426;0.2515
1D Uniform_18;-0.31256;6.94265
1D Uniform_19;0.64657;5.18597
2D Uniform_0;-2.62366;-0.78889
2D Uniform_1;-0.27984;-0.08275
2D Uniform_2;2.33682;-4.88943
2D Uniform_3;2.80521;-0.95251
2D Uniform_4;-0.82535;0.25152
2D Uniform_5;2.52226;-2.18264
2D Uniform_6;0.98075;-0.30277
2D Uniform_7;-0.82791;-1.9642
2D Uniform_8;0.11751;-0.03556
2D Uniform_9;0.4324;-1.71469
2D Uniform_10;3.21122;-3.2575
2D Uniform_11;2.31865;-1.60282
2D Uniform_12;0.01441;-0.66602
2D Uniform_13;-2.22507;0.2752
2D Uniform_14;-3.46984;-7.60559
2D Uniform_15;2.3274;-0.99152
2D Uniform_16;-4.3465;0.73088
2D Uniform_17;-0.70992;-1.33254
2D Uniform_18;-0.77478;1.11554
2D Uniform_19;0.63294;-0.80229
3D Uniform_0;-0.36031;-1.57289
3D Uniform_1;0.13238;-3.67758
3D Uniform_2;-2.50662;-0.43053
3D Uniform_3;0.69738;-2.87488
3D Uniform_4;-4.1856;-0.47258
3D Uniform_5;1.37429;-2.2056
3D Uniform_6;2.86993;-3.9352
3D Uniform_7;-1.84442;-0.42508
3D Uniform_8;-3.38796;-0.6398
3D Uniform_9;0.31677;-7.69817
3D Uniform_10;-4.58925;0.04212
3D Uniform_11;-2.50919;0.09774
3D Uniform_12;-3.37749;-0.27204
3D Uniform_13;-4.33208;-6.58856
3D Uniform_14;-1.06925;-0.36562
3D Uniform_15;-1.30052;-0.50082
3D Uniform_16;-0.66919;-3.36341
3D Uniform_17;-3.36643;-1.48453
3D Uniform_18;-2.09476;-6.59906
3D Uniform_19;-3.53573;0.96831
5D Uniform_0;-2.80909;-1.03362
5D Uniform_1;0.80297;-2.07714
5D Uniform_2;-2.17406;-7.49343
5D Uniform_3;-0.87415;-1.67839
5D Uniform_4;-1.53282;-2.34846
5D Uniform_5;0.0649;-2.74771
5D Uniform_6;-2.03759;-2.78032
5D Uniform_7;-3.7748;-4.96699
5D Uniform_8;0.00364;-3.92278
5D Uniform_9;-2.65925;-1.96105
5D Uniform_10;1.92214;-4.05949
5D Uniform_11;-2.43329;-1.84913
5D Uniform_12;-3.07607;-2.78817
5D Uniform_13;-2.37337;-2.68901
5D Uniform_14;-1.31014;-3.75889
5D Uniform_15;-3.2284;-4.29653
5D Uniform_16;-5.30954;-5.24204
5D Uniform_17;-5.29148;-1.54552
5D Uniform_18;-3.77635;-2.46506
5D Uniform_19;2.99962;-4.66467
10D Uniform_0;-1.72887;-3.51535
10D Uniform_1;-4.5166;-1.51601
10D Uniform_2;-5.00667;-1.5655
10D Uniform_3;-0.83976;-2.8948
10D Uniform_4;-4.08329;-5.29848
10D Uniform_5;-1.25594;-4.46155
10D Uniform_6;0.23103;-3.26198
10D Uniform_7;-1.50888;-2.88992
10D Uniform_8;-4.70554;-2.60006
10D Uniform_9;0.66245;-6.30095
10D Uniform_10;-1.49607;-6.6687
10D Uniform_11;-2.81144;-5.97286
10D Uniform_12;-3.55339;-6.39771
10D Uniform_13;0.85207;-6.90755
10D Uniform_14;-3.90431;-1.86766
10D Uniform_15;-3.37558;-2.25176
10D Uniform_16;-3.97139;-3.38938
10D Uniform_17;-2.67271;-3.29471
10D Uniform_18;-1.7414;-4.32613
10D Uniform_19;-0.47852;-2.46458
20D Uniform_0;-1.27603;-5.90177
20D Uniform_1;-2.9794;-3.89525
20D Uniform_2;-0.46467;-5.16185
20D Uniform_3;-5.45816;-2.27902
20D Uniform_4;-6.31464;-2.42675
20D Uniform_5;-4.71373;-4.39744
20D Uniform_6;-0.82883;-4.78473
20D Uniform_7;0.48955;-3.66396
20D Uniform_8;1.26042;-5.3384
20D Uniform_9;-4.3865;-5.12894
20D Uniform_10;-2.15838;-4.8728
20D Uniform_11;-2.47965;-3.79006
20D Uniform_12;-3.18557;-5.52379
20D Uniform_13;-1.09331;-5.44932
20D Uniform_14;-0.96173;-7.35169
20D Uniform_15;-4.93117;-2.17295
20D Uniform_16;-3.22434;-5.93939
20D Uniform_17;-4.60091;-3.17686
20D Uniform_18;-0.07896;-7.47582
20D Uniform_19;-3.12839;-3.26362
2D Sphere_0;-9.95983;-0.1129
2D Sphere_1;-10.76013;1.10873
2D Sphere_2;-10.27238;0.85918
2D Sphere_3;-8.44348;-4.38877
2D Sphere_4;-5.01132;0.68384
2D Sphere_5;-7.08149;6.03362
2D Sphere_6;-9.38569;3.60478
2D Sphere_7;-9.43354;-4.25232
2D Sphere_8;-10.76706;-0.66519
2D Sphere_9;-8.31943;2.97043
2D Sphere_10;-8.29045;4.29689
2D Sphere_11;-7.23381;4.29079
2D Sphere_12;-5.44213;2.67185
2D Sphere_13;-8.88458;3.0591
2D Sphere_14;-8.4216;2.51666
2D Sphere_15;-8.71704;3.36373
2D Sphere_16;-6.70544;0.93099
2D Sphere_17;-7.51748;4.27205
2D Sphere_18;-7.04275;-4.08042
2D Sphere_19;-5.60994;3.32672
3D Sphere_0;-7.36605;2.54294
3D Sphere_1;-6.90852;-0.29342
3D Sphere_2;-8.56574;1.34838
3D Sphere_3;-8.4866;0.38646
3D Sphere_4;-7.63638;1.21533
3D Sphere_5;-8.04792;1.33234
3D Sphere_6;-9.03362;1.07847
3D Sphere_7;-10.52261;-0.08801
3D Sphere_8;-6.83861;-1.4134
3D Sphere_9;-7.90615;0.64055
3D Sphere_10;-7.20631;1.7812
3D Sphere_11;-8.27394;-2.04542
3D Sphere_12;-7.00899;0.74257
3D Sphere_13;-9.42905;1.21601
3D Sphere_14;-7.58591;-0.21511
3D Sphere_15;-8.20761;0.40512
3D Sphere_16;-6.30837;3.01599
3D Sphere_17;-6.80341;0.45609
3D Sphere_18;-10.33153;-0.43671
3D Sphere_19;-10.31929;0.32698
5D Sphere_0;-6.84997;-1.60141
5D Sphere_1;-7.79212;-0.951
5D Sphere_2;-7.92028;0.0401
5D Sphere_3;-9.52559;-0.27465
5D Sphere_4;-6.18734;-0.59657
5D Sphere_5;-6.54692;-0.96969
5D Sphere_6;-8.21569;-0.89859
5D Sphere_7;-10.67234;0.21318
5D Sphere_8;-9.26631;-0.04771
5D Sphere_9;-9.70919;0.62883
5D Sphere_10;-9.14959;-0.84538
5D Sphere_11;-9.10103;-0.37855
5D Sphere_12;-7.32513;0.50479
5D Sphere_13;-7.85374;-2.31395
5D Sphere_14;-7.24078;-1.82068
5D Sphere_15;-9.57702;-0.50835
5D Sphere_16;-7.71815;-0.69601
5D Sphere_17;-9.50132;-0.92199
5D Sphere_18;-8.7338;0.00465
5D Sphere_19;-9.07639;0.41503
GS Balanced_0;-10.53606;1.65363
GS Balanced_1;-6.29276;1.37442
GS Balanced_2;-7.64282;2.50796
GS Balanced_3;-6.7125;2.06809
GS Balanced_4;-4.02254;1.00339
GS Balanced_5;-9.8943;1.94709
GS Balanced_6;-9.84255;2.42112
GS Balanced_7;-9.07368;2.16655
GS Balanced_8;-8.88079;2.48964
GS Balanced_9;-9.38764;1.93495
GS Balanced_10;-5.90261;1.80793
GS Balanced_11;-8.49265;1.94911
GS Balanced_12;-6.26932;2.4635
GS Balanced_13;-6.94242;1.95933
GS Balanced_14;-10.20484;2.25227
GS Balanced_15;-10.53269;1.93285
GS Balanced_16;-7.93642;3.1343
GS Balanced_17;-4.73454;1.57494
GS Balanced_18;-9.49374;3.00266
GS Balanced_19;-7.67837;2.19983
GS Caterpillar_0;-4.46581;6.9403
GS Caterpillar_1;-5.43572;8.28752
GS Caterpillar_2;-4.7951;7.6238
GS Caterpillar_3;-3.86806;8.36897
GS Caterpillar_4;-2.7335;8.18586
GS Caterpillar_5;-3.45356;7.60682
GS Caterpillar_6;-5.37701;7.49861
GS Caterpillar_7;-6.88217;7.61165
GS Caterpillar_8;-6.15448;7.4979
GS Caterpillar_9;-3.64321;8.10489
GS Caterpillar_10;-6.29362;8.26806
GS Caterpillar_11;-4.44871;8.4918
GS Caterpillar_12;-5.80974;8.65028
GS Caterpillar_13;-5.32377;6.86646
GS Caterpillar_14;-3.28263;8.56266
GS Caterpillar_15;-3.93918;6.85882
GS Caterpillar_16;-3.49153;6.84978
GS Caterpillar_17;-5.22901;8.98161
GS Caterpillar_18;-6.72811;8.09133
GS Caterpillar_19;-4.35203;7.80636
Urn_0;18.1979;0.04386
Urn_1;15.40347;0.97898
Urn_2;8.41825;2.98661
Urn_3;-5.14019;-0.24648
Urn_4;15.97432;3.84843
Urn_5;-2.12185;4.47839
Urn_6;-7.14697;-3.87631
Urn_7;-2.52334;0.93547
Urn_8;11.97733;1.04414
Urn_9;-4.65239;-0.29942
Urn_10;17.21792;-1.54676
Urn_11;10.20021;-1.02822
Urn_12;16.95875;1.50127
Urn_13;6.03501;5.46632
Urn_14;4.22308;-1.33166
Urn_15;12.05122;2.50592
Urn_16;12.87002;0.69924
Urn_17;9.60166;5.07694
Urn_18;8.62064;-0.65127
Urn_19;20.62372;0.63663
Urn_20;11.64864;1.9625
Urn_21;-1.72665;2.48287
Urn_22;-3.95899;0.22896
Urn_23;19.2;-0.90108
Urn_24;3.56979;-9.8556
Urn_25;-2.66037;4.73966
Urn_26;17.36189;2.91483
Urn_27;10.07167;3.19822
Urn_28;7.13099;2.14332
Urn_29;4.84967;7.5392
Urn_30;21.6633;-1.32289
Urn_31;8.52274;9.40463
Urn_32;2.42049;-2.5886
Urn_33;19.3966;-1.53779
Urn_34;22.73118;-2.08321
Urn_35;9.52424;3.85475
Urn_36;10.85669;4.45442
Urn_37;10.16124;-1.51152
Urn_38;-4.02767;2.94666
Urn_39;20.93594;-0.57159
Urn_40;17.17942;2.26836
Urn_41;-3.82585;1.88507
Urn_42;4.0619;0.38152
Urn_43;19.44126;1.21972
Urn_44;19.743;-0.39143
Urn_45;-7.26657;-0.73169
Urn_46;11.23683;-12.00858
Urn_47;-3.11441;1.17823
Urn_48;14.75682;-0.875
Urn_49;16.55149;-0.26859
Urn_50;-3.66625;4.53238
Urn_51;8.72868;-1.76706
Urn_52;11.05352;0.09477
Urn_53;-5.86134;0.41736
Urn_54;10.51448;5.83182
Urn_55;2.66021;5.45213
Urn_56;-1.31502;2.26791
Urn_57;7.95003;4.047
Urn_58;1.58824;-0.83966
Urn_59;10.1551;6.95455
Urn_60;3.68722;2.1266
Urn_61;5.83499;4.42444
Urn_62;6.66396;4.14401
Urn_63;0.4106;4.4076
Urn_64;5.99716;2.96349
Urn_65;-7.09668;0.1229
Urn_66;13.90732;4.31974
Urn_67;11.58249;5.02904
Urn_68;14.78181;-0.00576
Urn_69;15.16006;2.99274
Urn_70;5.09136;3.60652
Urn_71;-9.19638;-2.16662
Urn_72;4.03312;5.91911
Urn_73;-8.72874;-3.06623
Urn_74;4.30839;1.90166
Urn_75;17.5326;0.30125
Urn_76;12.03427;3.50393
Urn_77;9.12465;2.83313
Urn_78;9.4472;1.63222
Urn_79;14.82338;2.22651
Norm-Mallows_0;-7.3171;-3.45796
Norm-Mallows_1;20.06562;-3.26051
Norm-Mallows_2;0.20211;-4.96196
Norm-Mallows_3;22.45397;-2.25541
Norm-Mallows_4;-6.15998;-4.43148
Norm-Mallows_5;17.40613;-4.7077
Norm-Mallows_6;2.01606;-5.54605
Norm-Mallows_7;-6.45534;-2.08359
Norm-Mallows_8;-2.40651;-5.85253
Norm-Mallows_9;-3.05467;-5.03089
Norm-Mallows_10;19.95329;-3.81534
Norm-Mallows_11;-0.94864;-4.09275
Norm-Mallows_12;14.19021;-5.84586
Norm-Mallows_13;3.45021;-6.36223
Norm-Mallows_14;21.67743;-2.49974
Norm-Mallows_15;-5.76991;-3.05459
Norm-Mallows_16;4.9664;-5.70268
Norm-Mallows_17;21.00378;-2.66448
Norm-Mallows_18;-5.64925;-4.41475
Norm-Mallows_19;-1.82261;-5.18297
Norm-Mallows_20;13.07742;-6.11742
Norm-Mallows_21;15.6957;-4.41007
Norm-Mallows_22;-3.82464;-4.43081
Norm-Mallows_23;22.10739;-2.12584
Norm-Mallows_24;8.36598;-6.41312
Norm-Mallows_25;-8.22402;-1.7431
Norm-Mallows_26;-8.7126;-1.71249
Norm-Mallows_27;12.62104;-4.73284
Norm-Mallows_28;16.38407;-5.05767
Norm-Mallows_29;-6.1618;-4.10512
Norm-Mallows_30;-6.01159;-3.29821
Norm-Mallows_31;-6.60086;-3.52038
Norm-Mallows_32;2.88559;-7.06637
Norm-Mallows_33;0.46387;-5.81458
Norm-Mallows_34;3.569;-7.39537
Norm-Mallows_35;8.70437;-5.02622
Norm-Mallows_36;-3.01009;-6.45156
Norm-Mallows_37;-5.07588;-4.50407
Norm-Mallows_38;1.44789;-7.10583
Norm-Mallows_39;18.16279;-3.54876
Norm-Mallows_40;2.67666;-7.52775
Norm-Mallows_41;19.44168;-3.10865
Norm-Mallows_42;-0.95896;-6.3033
Norm-Mallows_43;12.49431;-5.54527
Norm-Mallows_44;14.02395;-4.77232
Norm-Mallows_45;7.88266;-5.74676
Norm-Mallows_46;5.90323;-6.92714
Norm-Mallows_47;-4.81651;-3.72896
Norm-Mallows_48;-2.55316;-5.19006
Norm-Mallows_49;5.7329;-5.51313
Norm-Mallows_50;3.251;-5.846
Norm-Mallows_51;19.20456;-3.92486
Norm-Mallows_52;20.97617;-3.2516
Norm-Mallows_53;-0.113;-5.93222
Norm-Mallows_54;17.58919;-3.98367
Norm-Mallows_55;9.62566;-4.79181
Norm-Mallows_56;16.486;-3.86005
Norm-Mallows_57;11.63614;-4.55726
Norm-Mallows_58;-5.08907;-2.75213
Norm-Mallows_59;-3.63124;-5.529
Norm-Mallows_60;18.28013;-4.66515
Norm-Mallows_61;5.22141;-7.50613
Norm-Mallows_62;7.09894;-7.07771
Norm-Mallows_63;-0.07383;-6.59051
Norm-Mallows_64;-3.74089;-3.7946
Norm-Mallows_65;17.16354;-5.51958
Norm-Mallows_66;-4.76993;-4.81477
Norm-Mallows_67;-2.36543;-4.55901
Norm-Mallows_68;-5.32686;-3.12743
Norm-Mallows_69;4.85026;-8.43074
Norm-Mallows_70;15.57033;-5.52437
Norm-Mallows_71;0.08554;-7.22558
Norm-Mallows_72;20.38961;-2.66882
Norm-Mallows_73;9.47451;-5.3361
Norm-Mallows_74;-5.93328;-3.52829
Norm-Mallows_75;4.3217;-6.39982
Norm-Mallows_76;-5.38798;-4.16814
Norm-Mallows_77;5.88235;-6.26788
Norm-Mallows_78;-1.83964;-6.20999
Norm-Mallows_79;0.70404;-5.49856
ANID_0;22.16189;-0.9919
ANID_1;21.32166;0.03956
ANID_2;20.20463;1.09929
ANID_3;19.15773;2.02941
ANID_4;18.07258;3.0027
ANID_5;16.78521;3.92146
ANID_6;15.51511;4.75723
ANID_7;14.26485;5.58229
ANID_8;12.96994;6.42366
ANID_9;11.61468;7.25402
ANID_10;10.18846;8.02441
ANID_11;8.76339;8.66194
ANID_12;7.3641;9.29719
ANID_13;6.00097;9.8866
ANID_14;4.64852;10.41801
ANID_15;3.32001;10.89903
ANID_16;2.02382;11.34633
ANID_17;0.75748;11.75887
ANID_18;-0.47103;12.15704
ANID_19;-1.65158;12.55235
STID_0;22.26614;-2.70634
STID_1;21.73996;-3.25356
STID_2;21.14528;-3.87665
STID_3;20.46569;-4.43464
STID_4;19.75659;-4.95783
STID_5;19.06223;-5.48386
STID_6;18.36028;-6.01049
STID_7;17.64381;-6.51197
STID_8;16.93179;-6.97677
STID_9;16.2657;-7.45595
STID_10;15.66515;-7.98848
STID_11;15.12836;-8.58042
STID_12;14.63038;-9.21573
STID_13;14.13815;-9.87242
STID_14;13.6334;-10.53687
STID_15;13.10907;-11.19991
STID_16;12.57003;-11.86011
STID_17;12.01665;-12.51362
STID_18;11.44362;-13.14099
STID_19;10.8807;-13.74531
ANUN_0;-11.49841;-1.30511
ANUN_1;-11.3011;-0.63186
ANUN_2;-11.12048;0.05625
ANUN_3;-10.91162;0.78856
ANUN_4;-10.70383;1.58757
ANUN_5;-10.43909;2.47058
ANUN_6;-10.12846;3.2995
ANUN_7;-9.72538;4.12161
ANUN_8;-9.27784;4.84603
ANUN_9;-8.88524;5.53404
ANUN_10;-8.55218;6.22569
ANUN_11;-8.24388;6.95046
ANUN_12;-7.90166;7.72505
ANUN_13;-7.44049;8.55606
ANUN_14;-6.80451;9.37062
ANUN_15;-6.06771;10.10803
ANUN_16;-5.31258;10.75443
ANUN_17;-4.58723;11.33907
ANUN_18;-3.90738;11.88732
ANUN_19;-3.28724;12.43028
STUN_0;-10.78788;-2.65418
STUN_1;-9.82;-3.29555
STUN_2;-8.77812;-3.86285
STUN_3;-7.97522;-4.43441
STUN_4;-7.28148;-5.14085
STUN_5;-6.53579;-5.87926
STUN_6;-5.74336;-6.654
STUN_7;-4.86487;-7.46859
STUN_8;-3.83522;-8.27881
STUN_9;-2.70181;-9.00805
STUN_10;-1.55065;-9.66537
STUN_11;-0.39935;-10.26555
STUN_12;0.7384;-10.82961
STUN_13;1.86412;-11.38702
STUN_14;3.00827;-11.93325
STUN_15;4.18156;-12.45551
