instance_id;x;y
ID;88.65284;-5.4799
UN;-49.58153;-5.4799
AN;-13.41845;56.8679
ST;35.94736;-55.66693
Impartial Culture_0;-42.81953;-3.87521
Impartial Culture_1;-43.06364;-6.97593
Impartial Culture_2;-39.18577;-3.93027
Impartial Culture_3;-39.12301;-1.8478
Impartial Culture_4;-39.20611;-5.17847
Impartial Culture_5;-42.07549;-1.85304
Impartial Culture_6;-37.12847;-8.24012
Impartial Culture_7;-40.69527;-6.04226
Impartial Culture_8;-35.94148;-7.14564
Impartial Culture_9;-41.22622;-4.16611
Impartial Culture_10;-33.74271;-7.32339
Impartial Culture_11;-38.37041;-3.20856
Impartial Culture_12;-38.43401;-8.77071
Impartial Culture_13;-35.1272;-2.43004
Impartial Culture_14;-37.20155;-5.83999
Impartial Culture_15;-39.54778;-8.84542
Impartial Culture_16;-41.09543;-0.14123
Impartial Culture_17;-39.37297;-0.39162
Impartial Culture_18;-34.01517;-5.14656
Impartial Culture_19;-37.89075;-1.13835
SP by Conitzer_0;3.15097;15.64067
SP by Conitzer_1;-0.55356;17.02761
SP by Conitzer_2;-7.85842;23.5095
SP by Conitzer_3;-7.46493;16.72593
SP by Conitzer_4;6.55468;8.12847
SP by Conitzer_5;-3.14271;17.73305
SP by Conitzer_6;-11.05796;27.32608
SP by Conitzer_7;3.09032;13.22144
SP by Conitzer_8;-5.35042;16.96544
SP by Conitzer_9;-4.25773;19.58348
SP by Conitzer_10;-8.81087;19.28619
SP by Conitzer_11;3.4904;10.51186
SP by Conitzer_12;-2.16648;20.88282
SP by Conitzer_13;8.87587;10.94558
SP by Conitzer_14;0.98542;12.91675
SP by Conitzer_15;-1.60116;19.53951
SP by Conitzer_16;-6.06643;19.84614
SP by Conitzer_17;-7.84149;21.04104
SP by Conitzer_18;0.38857;10.92675
SP by Conitzer_19;-4.27235;15.20934
SP by Walsh_0;52.58247;-27.23416
SP by Walsh_1;55.52557;-18.51109
SP by Walsh_2;54.20912;-24.51995
SP by Walsh_3;50.92517;-20.81403
SP by Walsh_4;57.86288;-23.22051
SP by Walsh_5;55.34583;-23.01808
SP by Walsh_6;55.1166;-26.65514
SP by Walsh_7;52.59755;-22.36832
SP by Walsh_8;49.83369;-24.06262
SP by Walsh_9;50.01215;-22.31709
SP by Walsh_10;53.69732;-18.39281
SP by Walsh_11;50.98951;-18.2286
SP by Walsh_12;56.50561;-25.31422
SP by Walsh_13;48.45812;-25.7428
SP by Walsh_14;52.09633;-25.15445
SP by Walsh_15;52.53687;-19.84096
SP by Walsh_16;48.23872;-18.47234
SP by Walsh_17;54.63879;-21.68768
SP by Walsh_18;51.3957;-27.873
SP by Walsh_19;56.5783;-20.67387
SPOC_0;-44.13363;-5.69055
SPOC_1;-32.26246;-4.1942
SPOC_2;-45.89873;-4.61039
SPOC_3;-38.70948;-6.36877
SPOC_4;-46.85837;-2.50059
SPOC_5;-33.18905;-1.59059
SPOC_6;-41.07843;-2.98542
SPOC_7;-45.35092;-3.20596
SPOC_8;-45.97436;-5.91756
SPOC_9;-44.38616;-0.78611
SPOC_10;-31.44298;-8.04223
SPOC_11;-42.92484;-5.9936
SPOC_12;-38.39207;-9.8692
SPOC_13;-44.82998;-1.5429
SPOC_14;-34.46523;-9.33421
SPOC_15;-35.52636;-8.02954
SPOC_16;-36.71072;-10.38412
SPOC_17;-42.348;-8.19185
SPOC_18;-41.68055;-4.84482
SPOC_19;-29.5541;-10.68725
Single-Crossing_0;25.97418;-17.06719
Single-Crossing_1;29.6513;-4.96125
Single-Crossing_2;29.16509;-10.72574
Single-Crossing_3;22.00207;-14.64347
Single-Crossing_4;24.4059;-14.20602
Single-Crossing_5;24.81954;1.79944
Single-Crossing_6;30.57232;1.0111
Single-Crossing_7;21.31463;0.34451
Single-Crossing_8;21.06028;-21.28142
Single-Crossing_9;26.60412;-8.52413
Single-Crossing_10;21.67484;-5.36587
Single-Crossing_11;26.62007;-3.49914
Single-Crossing_12;29.74197;3.53481
Single-Crossing_13;34.7926;-6.22087
Single-Crossing_14;22.80886;-10.03218
Single-Crossing_15;28.17712;-0.96398
Single-Crossing_16;26.00403;-11.49949
Single-Crossing_17;23.10037;-18.9985
Single-Crossing_18;29.76171;-7.51369
Single-Crossing_19;28.52903;-14.59168
1D Uniform_0;-6.58163;31.08732
1D Uniform_1;1.79589;20.50271
1D Uniform_2;5.41835;15.74589
1D Uniform_3;10.17743;17.43334
1D Uniform_4;-5.52843;23.05473
1D Uniform_5;-5.39336;26.05166
1D Uniform_6;2.93298;34.14693
1D Uniform_7;5.69998;24.95997
1D Uniform_8;-0.03916;22.45146
1D Uniform_9;6.28095;19.05741
1D Uniform_10;11.04674;21.58902
1D Uniform_11;9.74138;8.80257
1D Uniform_12;9.59035;12.61772
1D Uniform_13;5.29268;12.0889
1D Uniform_14;3.31809;24.14145
1D Uniform_15;-2.17568;30.74112
1D Uniform_16;2.9469;19.5827
1D Uniform_17;0.41191;15.31457
1D Uniform_18;-4.11041;23.28739
1D Uniform_19;4.02552;8.50296
2D Uniform_0;-5.34336;-1.89401
2D Uniform_1;-12.04245;3.83726
2D Uniform_2;5.64466;-2.40078
2D Uniform_3;5.56284;-4.19538
2D Uniform_4;-3.87663;4.62402
2D Uniform_5;6.91448;-10.57237
2D Uniform_6;1.37777;1.87957
2D Uniform_7;-4.86208;1.94444
2D Uniform_8;-10.81165;6.15343
2D Uniform_9;4.18516;-5.9162
2D Uniform_10;-7.43343;5.40683
2D Uniform_11;4.42046;-0.95738
2D Uniform_12;4.02993;-4.52803
2D Uniform_13;2.68765;-0.44671
2D Uniform_14;5.70928;-8.04578
2D Uniform_15;-6.10891;0.00466
2D Uniform_16;-16.26576;2.23769
2D Uniform_17;-10.54226;9.97519
2D Uniform_18;0.72145;-2.50284
2D Uniform_19;-3.30392;2.56652
3D Uniform_0;-16.76526;-1.68184
3D Uniform_1;-8.40399;-1.34015
3D Uniform_2;5.66581;-12.81429
3D Uniform_3;-2.27891;-6.50127
3D Uniform_4;-3.80759;-5.0872
3D Uniform_5;1.86725;-9.78303
3D Uniform_6;-0.23402;-4.76325
3D Uniform_7;1.49832;-7.18868
3D Uniform_8;-7.96247;-3.3943
3D Uniform_9;-8.75644;0.8773
3D Uniform_10;-9.46509;-3.35478
3D Uniform_11;-12.28288;-0.16761
3D Uniform_12;-15.72945;-0.19539
3D Uniform_13;-5.76074;-5.278
3D Uniform_14;-18.49282;3.31701
3D Uniform_15;-3.37324;-2.28219
3D Uniform_16;-11.61885;-3.32515
3D Uniform_17;-4.71629;-7.27894
3D Uniform_18;-15.62489;-3.69251
3D Uniform_19;-4.24222;-0.2169
5D Uniform_0;-3.31214;-8.54895
5D Uniform_1;-8.98432;-5.75851
5D Uniform_2;-1.54012;-11.25427
5D Uniform_3;-6.90671;-11.20558
5D Uniform_4;-4.41589;-12.06157
5D Uniform_5;-9.28256;-19.35596
5D Uniform_6;-5.50854;-10.46212
5D Uniform_7;3.17328;-14.94554
5D Uniform_8;-14.56652;-7.46208
5D Uniform_9;-5.38524;-16.03768
5D Uniform_10;-11.21692;-8.24471
5D Uniform_11;-13.55948;-2.60904
5D Uniform_12;-16.13837;-6.63428
5D Uniform_13;4.68976;-13.83577
5D Uniform_14;-1.78389;-13.05056
5D Uniform_15;-12.93106;-5.31448
5D Uniform_16;-1.57519;-14.15435
5D Uniform_17;-10.07974;-6.44511
5D Uniform_18;-1.90503;-8.52007
5D Uniform_19;1.37579;-15.49305
10D Uniform_0;-17.95438;-6.75679
10D Uniform_1;-9.30862;-12.73014
10D Uniform_2;-18.65784;-8.51704
10D Uniform_3;-3.3046;-15.07717
10D Uniform_4;-8.64617;-17.71054
10D Uniform_5;0.12365;-19.52792
10D Uniform_6;-10.7513;-10.93993
10D Uniform_7;-15.63464;-10.04521
10D Uniform_8;-4.06082;-19.6352
10D Uniform_9;-19.08459;-10.49097
10D Uniform_10;-7.94733;-14.19486
10D Uniform_11;-7.14074;-12.4136
10D Uniform_12;-18.65996;-15.8399
10D Uniform_13;-12.7142;-13.58842
10D Uniform_14;-15.08421;-11.55751
10D Uniform_15;-0.21213;-16.6939
10D Uniform_16;-15.02143;-12.9141
10D Uniform_17;-13.37974;-8.63697
10D Uniform_18;-12.96657;-10.18506
10D Uniform_19;6.55918;-19.44081
