instance_id;x;y
ID;1.80953;0.21784
UN;-0.24263;0.21784
AN;0.58253;1.07828
ST;0.9637;-0.67757
Impartial Culture_0;-0.12045;0.24281
Impartial Culture_1;-0.132;0.17575
Impartial Culture_2;-0.01651;0.27729
Impartial Culture_3;0.00357;0.30346
Impartial Culture_4;0.01225;0.24894
Impartial Culture_5;-0.08744;0.30229
Impartial Culture_6;-0.03634;0.12795
Impartial Culture_7;-0.05446;0.26783
Impartial Culture_8;0.03423;0.12271
Impartial Culture_9;-0.08018;0.24225
Impartial Culture_10;0.07521;0.11621
Impartial Culture_11;-0.0137;0.21058
Impartial Culture_12;-0.00502;0.10578
Impartial Culture_13;0.05784;0.24726
Impartial Culture_14;-0.00095;0.1435
Impartial Culture_15;-0.07211;0.10075
Impartial Culture_16;-0.10155;0.27594
Impartial Culture_17;-0.05379;0.22112
Impartial Culture_18;0.08924;0.23616
Impartial Culture_19;-0.02078;0.24537
SP by Conitzer_0;0.71284;0.49317
SP by Conitzer_1;0.67161;0.5215
SP by Conitzer_2;0.5316;0.65237
SP by Conitzer_3;0.53147;0.51109
SP by Conitzer_4;0.77044;0.33664
SP by Conitzer_5;0.61514;0.52692
SP by Conitzer_6;0.46619;0.6942
SP by Conitzer_7;0.67748;0.44515
SP by Conitzer_8;0.52859;0.55409
SP by Conitzer_9;0.57274;0.54822
SP by Conitzer_10;0.49042;0.57908
SP by Conitzer_11;0.74488;0.38728
SP by Conitzer_12;0.64007;0.56249
SP by Conitzer_13;0.80042;0.43504
SP by Conitzer_14;0.70807;0.43663
SP by Conitzer_15;0.58174;0.5912
SP by Conitzer_16;0.61957;0.60408
SP by Conitzer_17;0.5407;0.60855
SP by Conitzer_18;0.68302;0.39295
SP by Conitzer_19;0.5823;0.48738
SP by Walsh_0;1.26557;-0.32748
SP by Walsh_1;1.32243;-0.33338
SP by Walsh_2;1.3251;-0.28479
SP by Walsh_3;1.26523;-0.28282
SP by Walsh_4;1.40924;-0.17518
SP by Walsh_5;1.33659;-0.22571
SP by Walsh_6;1.37075;-0.27989
SP by Walsh_7;1.32237;-0.10823
SP by Walsh_8;1.22197;-0.25654
SP by Walsh_9;1.23801;-0.20289
SP by Walsh_10;1.29826;-0.18766
SP by Walsh_11;1.25312;-0.14008
SP by Walsh_12;1.39108;-0.23562
SP by Walsh_13;1.20363;-0.31746
SP by Walsh_14;1.31302;-0.14767
SP by Walsh_15;1.28399;-0.23559
SP by Walsh_16;1.2606;-0.07203
SP by Walsh_17;1.35835;-0.18343
SP by Walsh_18;1.32563;-0.05823
SP by Walsh_19;1.37784;-0.12508
SPOC_0;-0.14837;0.15017
SPOC_1;0.13857;0.25816
SPOC_2;-0.18084;0.22054
SPOC_3;-0.01603;0.1749
SPOC_4;-0.19326;0.27433
SPOC_5;0.102;0.2699
SPOC_6;-0.08391;0.18234
SPOC_7;-0.16312;0.24993
SPOC_8;-0.18419;0.18412
SPOC_9;-0.14103;0.31313
SPOC_10;0.10642;0.07563
SPOC_11;-0.13205;0.20649
SPOC_12;-0.01661;0.06963
SPOC_13;-0.15209;0.28522
SPOC_14;0.05957;0.08041
SPOC_15;0.02528;0.08691
SPOC_16;0.00606;0.04364
SPOC_17;-0.11385;0.14411
SPOC_18;-0.09355;0.21091
SPOC_19;0.12545;0.02791
Single-Crossing_0;0.99367;-0.05142
Single-Crossing_1;1.0516;0.09969
Single-Crossing_2;1.05474;0.04306
Single-Crossing_3;0.92137;-0.02028
Single-Crossing_4;0.99186;0.07131
Single-Crossing_5;0.98523;0.24981
Single-Crossing_6;1.07674;0.22499
Single-Crossing_7;0.70046;-0.31273
Single-Crossing_8;0.74879;-0.3703
Single-Crossing_9;0.9906;0.01725
Single-Crossing_10;0.93233;0.11486
Single-Crossing_11;0.99862;0.15014
Single-Crossing_12;1.04926;0.28349
Single-Crossing_13;1.12727;0.11781
Single-Crossing_14;0.9352;0.04124
Single-Crossing_15;1.02676;0.20124
Single-Crossing_16;0.82799;-0.29029
Single-Crossing_17;0.94544;-0.07679
Single-Crossing_18;1.06506;0.14677
Single-Crossing_19;1.03918;-0.01764
1D Uniform_0;0.61069;0.73478
1D Uniform_1;0.69682;0.56438
1D Uniform_2;0.7612;0.48855
1D Uniform_3;0.83182;0.50044
1D Uniform_4;0.49514;0.62603
1D Uniform_5;0.57973;0.67454
1D Uniform_6;0.74955;0.74515
1D Uniform_7;0.77988;0.62578
1D Uniform_8;0.67538;0.60987
1D Uniform_9;0.77469;0.53705
1D Uniform_10;0.83698;0.56707
1D Uniform_11;0.81722;0.37291
1D Uniform_12;0.83275;0.41768
1D Uniform_13;0.75317;0.43541
1D Uniform_14;0.7241;0.63531
1D Uniform_15;0.67634;0.7193
1D Uniform_16;0.73512;0.56858
1D Uniform_17;0.64489;0.47955
1D Uniform_18;0.61585;0.64484
1D Uniform_19;0.72162;0.35358
2D Uniform_0;0.52946;0.29593
2D Uniform_1;0.45938;0.34659
2D Uniform_2;0.75419;0.19853
2D Uniform_3;0.74989;0.15134
2D Uniform_4;0.59093;0.35225
2D Uniform_5;0.77112;0.05362
2D Uniform_6;0.67148;0.295
2D Uniform_7;0.56676;0.31426
2D Uniform_8;0.47515;0.3908
2D Uniform_9;0.71028;0.21679
2D Uniform_10;0.52569;0.36173
2D Uniform_11;0.72294;0.25833
2D Uniform_12;0.71852;0.09224
2D Uniform_13;0.69744;0.18284
2D Uniform_14;0.75946;0.10651
2D Uniform_15;0.55963;0.24904
2D Uniform_16;0.40361;0.3421
2D Uniform_17;0.48213;0.44823
2D Uniform_18;0.65613;0.23043
2D Uniform_19;0.61438;0.30947
3D Uniform_0;0.36103;0.25628
3D Uniform_1;0.51719;0.24811
3D Uniform_2;0.744;0.01311
3D Uniform_3;0.59687;0.17165
3D Uniform_4;0.60844;0.09376
3D Uniform_5;0.56363;-0.14593
3D Uniform_6;0.66339;0.0882
3D Uniform_7;0.67906;0.13065
3D Uniform_8;0.51486;0.20842
3D Uniform_9;0.34451;-0.17071
3D Uniform_10;0.48046;0.266
3D Uniform_11;0.44774;0.29325
3D Uniform_12;0.39306;0.29042
3D Uniform_13;0.55084;0.17886
3D Uniform_14;0.34041;0.32141
3D Uniform_15;0.6015;0.22028
3D Uniform_16;0.45634;0.22134
3D Uniform_17;0.56987;0.09034
3D Uniform_18;0.37941;0.22096
3D Uniform_19;0.59602;0.26506
5D Uniform_0;0.61332;0.1304
5D Uniform_1;0.4922;0.16771
5D Uniform_2;0.63067;0.04993
5D Uniform_3;0.527;0.07004
5D Uniform_4;0.55888;0.12717
5D Uniform_5;0.46271;-0.10841
5D Uniform_6;0.56409;0.04209
5D Uniform_7;0.69737;0.00663
5D Uniform_8;0.39399;0.17283
5D Uniform_9;0.50703;-0.11737
5D Uniform_10;0.45585;0.13832
5D Uniform_11;0.42135;0.24823
5D Uniform_12;0.36039;0.13601
5D Uniform_13;0.71974;-0.03586
5D Uniform_14;0.63245;0.01534
5D Uniform_15;0.43324;0.18574
5D Uniform_16;0.62033;-0.02077
5D Uniform_17;0.45224;0.02697
5D Uniform_18;0.63365;0.16913
5D Uniform_19;0.66971;-0.04238
10D Uniform_0;0.3408;0.1812
10D Uniform_1;0.49132;0.03506
10D Uniform_2;0.29668;0.05029
10D Uniform_3;0.5832;-0.01415
10D Uniform_4;0.49497;-0.06761
10D Uniform_5;0.62854;-0.12542
10D Uniform_6;0.47347;0.0929
